,키워드,품사,textrank
0,대학,NNG,8.651330551136619
1,한국,NNP,8.474784914725527
2,학생,NNG,7.132808452045468
3,진행,NNG,5.412439770726631
4,이번,NNG,5.403913938085611
5,캠퍼스,NNG,5.3797730493170945
6,글로벌,NNG,5.0142575405085354
7,외대,NNG,4.858937702774751
8,국제,NNG,4.723090821545671
9,참가,NNG,4.717801792165964
10,대학교,NNG,4.498256780518212
11,행사,NNG,4.2912646783891475
12,개최,NNG,4.082303692764677
13,사업단,NNG,4.015123270496611
14,박람회,NNG,3.7841411731171735
15,사업,NNG,3.4846524431608192
16,회장,NNG,3.4052390598712523
17,학교,NNG,3.386137720860047
18,기상,NNG,3.3620312412063447
19,개선,NNG,3.2563473025377654
20,제품,NNG,3.2460276454214787
21,총장,NNG,3.15684344975319
22,환경,NNG,3.150313805740934
23,동문,NNG,3.0804218656033377
24,개발,NNG,3.006255143600744
25,연구,NNG,2.9622794455448354
26,전시회,NNG,2.9592063800493817
27,협력,NNG,2.946041845574062
28,지원,NNG,2.830649347057681
29,세계,NNG,2.8013434768323187
